Entidade;Número do Organograma;Descrição do organograma;Número da ação;Descrição da ação;Número do programa;Descrição do programa;Número da função;Descrição da função;Número da subfunção;Descrição da subfunção;Número da despesa;Natureza de Despesa;Descrição da natureza de despesa;Recurso;Descrição do recurso;Valor orçado atualizado da despesa
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.312;AMPLIAÇÃO BENEFICIOS EVENTUAIS;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;710;3.3.90.93.00.00.00.00;INDENIZAÇÕES E RESTITUIÇÕES;1.661.000.0000;TRANSFERÊNCIA DE RECURSOS DOS FUNDOS ESTADUAIS DE ASSISTÊNCIA SOCIAL;0,90
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.313;SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;711;3.1.90.04.00.00.00.00;CONTRATAÇÃO POR TEMPO DETERMINADO;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;1.500,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.313;SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;712;3.1.90.13.00.00.00.00;OBRIGAÇÕES PATRONAIS;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;2.000,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.313;SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;713;3.3.90.18.00.00.00.00;AUXÍLIO FINANCEIRO A ESTUDANTES;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;1.000,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.313;SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;714;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.313;SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;715;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.313;SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;715;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.501.000.0000;OUTROS RECURSOS NÃO VINCULADOS;124.999,92
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.313;SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;715;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;125.665,32
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.313;SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;715;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;2.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;110.000,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.313;SERVIÇO DE CONVIVENCIA E FORTALECIMENTO DE VINCULOS;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;716;3.3.90.48.00.00.00.00;OUTROS AUXÍLIOS FINANCEIROS A PESSOAS FÍSICAS;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;717;3.1.90.04.00.00.00.00;CONTRATAÇÃO POR TEMPO DETERMINADO;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;477.743,47
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;717;3.1.90.04.00.00.00.00;CONTRATAÇÃO POR TEMPO DETERMINADO;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;87.376,59
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;717;3.1.90.04.00.00.00.00;CONTRATAÇÃO POR TEMPO DETERMINADO;1.661.000.0000;TRANSFERÊNCIA DE RECURSOS DOS FUNDOS ESTADUAIS DE ASSISTÊNCIA SOCIAL;0,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;717;3.1.90.04.00.00.00.00;CONTRATAÇÃO POR TEMPO DETERMINADO;2.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;331.787,81
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;718;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;264.700,23
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;718;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;41.999,98
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;718;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;1.661.000.0000;TRANSFERÊNCIA DE RECURSOS DOS FUNDOS ESTADUAIS DE ASSISTÊNCIA SOCIAL;0,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;718;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;2.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;207.559,01
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;719;3.1.90.13.00.00.00.00;OBRIGAÇÕES PATRONAIS;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;4.314,03
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;719;3.1.90.13.00.00.00.00;OBRIGAÇÕES PATRONAIS;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;5.000,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;719;3.1.90.13.00.00.00.00;OBRIGAÇÕES PATRONAIS;1.661.000.0000;TRANSFERÊNCIA DE RECURSOS DOS FUNDOS ESTADUAIS DE ASSISTÊNCIA SOCIAL;0,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;719;3.1.90.13.00.00.00.00;OBRIGAÇÕES PATRONAIS;2.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;5.400,01
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;720;3.1.91.13.00.00.00.00;OBRIGAÇÕES PATRONAIS;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;80.528,96
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;720;3.1.91.13.00.00.00.00;OBRIGAÇÕES PATRONAIS;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;29.512,50
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;720;3.1.91.13.00.00.00.00;OBRIGAÇÕES PATRONAIS;1.661.000.0000;TRANSFERÊNCIA DE RECURSOS DOS FUNDOS ESTADUAIS DE ASSISTÊNCIA SOCIAL;0,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;720;3.1.91.13.00.00.00.00;OBRIGAÇÕES PATRONAIS;2.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;64.331,11
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;721;3.1.91.92.00.00.00.00;DESPESAS DE EXERCÍCIOS ANTERIORES;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;722;3.3.90.08.00.00.00.00;OUTROS BENEFÍCIOS ASSISTENCIAIS-SERVIDOR/MILITAR;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;2.000,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;722;3.3.90.08.00.00.00.00;OUTROS BENEFÍCIOS ASSISTENCIAIS-SERVIDOR/MILITAR;1.661.000.0000;TRANSFERÊNCIA DE RECURSOS DOS FUNDOS ESTADUAIS DE ASSISTÊNCIA SOCIAL;336,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;722;3.3.90.08.00.00.00.00;OUTROS BENEFÍCIOS ASSISTENCIAIS-SERVIDOR/MILITAR;2.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;0,01
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;723;3.3.90.14.00.00.00.00;DIÁRIAS - PESSOAL CIVIL;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;723;3.3.90.14.00.00.00.00;DIÁRIAS - PESSOAL CIVIL;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;168,60
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;723;3.3.90.14.00.00.00.00;DIÁRIAS - PESSOAL CIVIL;1.661.000.0000;TRANSFERÊNCIA DE RECURSOS DOS FUNDOS ESTADUAIS DE ASSISTÊNCIA SOCIAL;0,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;724;3.3.90.18.00.00.00.00;AUXÍLIO FINANCEIRO A ESTUDANTES;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;1.000,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;724;3.3.90.18.00.00.00.00;AUXÍLIO FINANCEIRO A ESTUDANTES;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;1.000,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;724;3.3.90.18.00.00.00.00;AUXÍLIO FINANCEIRO A ESTUDANTES;2.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;1.800,01
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;725;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;72,80
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;725;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;125.068,88
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;725;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;1.661.000.0000;TRANSFERÊNCIA DE RECURSOS DOS FUNDOS ESTADUAIS DE ASSISTÊNCIA SOCIAL;5,83
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;725;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;2.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;0,01
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;726;3.3.90.36.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;726;3.3.90.36.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;726;3.3.90.36.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;1.661.000.0000;TRANSFERÊNCIA DE RECURSOS DOS FUNDOS ESTADUAIS DE ASSISTÊNCIA SOCIAL;0,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;727;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;210.365,76
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;727;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;33.540,04
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;727;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.661.000.0000;TRANSFERÊNCIA DE RECURSOS DOS FUNDOS ESTADUAIS DE ASSISTÊNCIA SOCIAL;0,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;728;3.3.90.46.00.00.00.00;AUXÍLIO-ALIMENTAÇÃO;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;89.937,34
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;728;3.3.90.46.00.00.00.00;AUXÍLIO-ALIMENTAÇÃO;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;19.633,08
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;728;3.3.90.46.00.00.00.00;AUXÍLIO-ALIMENTAÇÃO;2.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;117.659,67
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;729;4.4.90.51.00.00.00.00;OBRAS E INSTALAÇÕES;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;729;4.4.90.51.00.00.00.00;OBRAS E INSTALAÇÕES;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;729;4.4.90.51.00.00.00.00;OBRAS E INSTALAÇÕES;1.661.000.0000;TRANSFERÊNCIA DE RECURSOS DOS FUNDOS ESTADUAIS DE ASSISTÊNCIA SOCIAL;0,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;730;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;1.500.000.0000;RECURSOS NÃO VINCULADOS DE IMPOSTOS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;730;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;1.501.000.0000;OUTROS RECURSOS NÃO VINCULADOS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;730;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;1.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;0,00
PREFEITURA MUNICIPAL DE BARBACENA;25.003;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS;2.319;MANUTENÇAO DE CRAS - PAIF;56;PROTEÇÃO SOCIAL BÁSICA;8;Assistência Social;244;Assistência Comunitária;730;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;2.660.000.0000;TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS;103.093,63
