Entidade;Número do Organograma;Descrição do organograma;Número da ação;Descrição da ação;Número do programa;Descrição do programa;Número da função;Descrição da função;Número da subfunção;Descrição da subfunção;Número da despesa;Natureza de Despesa;Descrição da natureza de despesa;Recurso;Descrição do recurso;Valor orçado atualizado da despesa
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.444;APOIO AO NÚCLEO REGIONAL DE BARBACENA DE PREVENÇÃO E COMBATE AO CÂNCER;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;151;3.3.50.41.00.00.00.00;CONTRIBUIÇÕES;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);0,00
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.444;APOIO AO NÚCLEO REGIONAL DE BARBACENA DE PREVENÇÃO E COMBATE AO CÂNCER;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;471;4.4.50.41.00.00.00.00;CONTRIBUIÇÕES;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);50.000,00
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.445;AQUISIÇÃO DE INSUMOS E MEDICAMENTOS PARA HOSPITAL IBIAPABA CEBAMS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;152;3.3.50.41.00.00.00.00;CONTRIBUIÇÕES;1.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;41.088,48
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.446;AQUISIÇÃO DE INSUMOS E MEDICAMENTOS PARA HOSPITAL POLICLÍNICA E MATERNIDADE DE BARBACENA;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;153;3.3.50.41.00.00.00.00;CONTRIBUIÇÕES;1.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;41.088,48
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.446;AQUISIÇÃO DE INSUMOS E MEDICAMENTOS PARA HOSPITAL POLICLÍNICA E MATERNIDADE DE BARBACENA;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;153;3.3.50.41.00.00.00.00;CONTRIBUIÇÕES;2.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;41.088,48
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.449;MANUTENÇÃO DA SANTA CASA DE MISERICÓRDIA DE BARBACENA;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;154;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);0,00
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.449;MANUTENÇÃO DA SANTA CASA DE MISERICÓRDIA DE BARBACENA;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;468;3.3.50.41.00.00.00.00;CONTRIBUIÇÕES;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);173.265,46
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.449;MANUTENÇÃO DA SANTA CASA DE MISERICÓRDIA DE BARBACENA;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;469;4.4.50.41.00.00.00.00;CONTRIBUIÇÕES;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);0,01
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.630;MANUTENÇAO DA UNIDADE DE COLETA E DISTRIBUIÇÃO DE SANGUE E HEMODERIVADOS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;155;3.1.90.04.00.00.00.00;CONTRATAÇÃO POR TEMPO DETERMINADO;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);0,00
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.630;MANUTENÇAO DA UNIDADE DE COLETA E DISTRIBUIÇÃO DE SANGUE E HEMODERIVADOS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;156;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);0,00
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.630;MANUTENÇAO DA UNIDADE DE COLETA E DISTRIBUIÇÃO DE SANGUE E HEMODERIVADOS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;157;3.1.91.13.00.00.00.00;OBRIGAÇÕES PATRONAIS;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);0,00
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.630;MANUTENÇAO DA UNIDADE DE COLETA E DISTRIBUIÇÃO DE SANGUE E HEMODERIVADOS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;158;3.3.90.18.00.00.00.00;AUXÍLIO FINANCEIRO A ESTUDANTES;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);0,00
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.630;MANUTENÇAO DA UNIDADE DE COLETA E DISTRIBUIÇÃO DE SANGUE E HEMODERIVADOS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;159;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);1.000,00
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.630;MANUTENÇAO DA UNIDADE DE COLETA E DISTRIBUIÇÃO DE SANGUE E HEMODERIVADOS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;159;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;1.000,00
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;160;3.1.90.04.00.00.00.00;CONTRATAÇÃO POR TEMPO DETERMINADO;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);10.244,50
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;160;3.1.90.04.00.00.00.00;CONTRATAÇÃO POR TEMPO DETERMINADO;1.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;495.385,09
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;160;3.1.90.04.00.00.00.00;CONTRATAÇÃO POR TEMPO DETERMINADO;1.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;258.785,64
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;160;3.1.90.04.00.00.00.00;CONTRATAÇÃO POR TEMPO DETERMINADO;2.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;2.904.358,28
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;161;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;1.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;358.599,41
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;161;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;1.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;283.791,79
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;161;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;2.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;1.305.940,62
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;162;3.1.90.92.00.00.00.00;DESPESAS DE EXERCÍCIOS ANTERIORES;1.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;31,07
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;163;3.1.91.13.00.00.00.00;OBRIGAÇÕES PATRONAIS;1.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;117.693,73
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;163;3.1.91.13.00.00.00.00;OBRIGAÇÕES PATRONAIS;1.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;77.775,65
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;163;3.1.91.13.00.00.00.00;OBRIGAÇÕES PATRONAIS;2.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;340.197,48
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;164;3.3.90.14.00.00.00.00;DIÁRIAS - PESSOAL CIVIL;1.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;6.300,00
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;165;3.3.90.18.00.00.00.00;AUXÍLIO FINANCEIRO A ESTUDANTES;1.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;1.321,54
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;165;3.3.90.18.00.00.00.00;AUXÍLIO FINANCEIRO A ESTUDANTES;1.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;157,96
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;165;3.3.90.18.00.00.00.00;AUXÍLIO FINANCEIRO A ESTUDANTES;2.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;1.452,76
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;166;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;1.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;105.572,41
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;166;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;1.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;140.603,09
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;166;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;2.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;37.390,64
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;166;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;2.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;17.577,01
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;167;3.3.90.36.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);0,01
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;167;3.3.90.36.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;1.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;0,00
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;167;3.3.90.36.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;1.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;500,00
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;167;3.3.90.36.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;2.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;0,01
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;167;3.3.90.36.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA;2.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;0,01
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;168;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);20.000,00
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;168;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;5.321.972,03
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;168;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;1.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;104.980,60
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;168;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;2.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;26.804,76
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;168;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;2.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;2.624.555,77
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;169;3.3.90.40.00.00.00.00;SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇ;1.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;0,00
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;170;3.3.90.46.00.00.00.00;AUXÍLIO-ALIMENTAÇÃO;1.500.000.1002;RECURSOS NÃO VINCULADOS DE IMPOSTOS (SAÚDE);0,00
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;170;3.3.90.46.00.00.00.00;AUXÍLIO-ALIMENTAÇÃO;1.600.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO FEDERAL - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;54.070,60
FUNDO MUNICIPAL DE SAÚDE DE BARBACENA;18.002;FUNDO MUNICIPAL DE SAUDE;2.642;MANUTENÇÃO DA REDE DE ATENÇÃO PSICOSSOCIAL - RAPS;3;MEDIA E ALTA COMPLEXIDADE ASSISTENCIAL;10;Saúde;302;Assistência Hospitalar e Ambulatorial;170;3.3.90.46.00.00.00.00;AUXÍLIO-ALIMENTAÇÃO;1.621.000.0000;TRANSFERÊNCIAS FUNDO A FUNDO DE RECURSOS DO SUS PROVENIENTES DO GOVERNO ESTADUAL;42.255,00
